VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2006,2006,21.5,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2007,2007,23.7,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2008,2008,22.8,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2009,2009,23.4,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2010,2010,23.1,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2011,2011,22.6,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2012,2012,25.4,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2013,2013,28.5,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2014,2014,24.6,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2015,2015,24.1,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2016,2016,22.8,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2017,2017,23,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2018,2018,23.9,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),JPN,Japan,2007,2007,15.3,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),JPN,Japan,2010,2010,14.3,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),JPN,Japan,2013,2013,15.6,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),JPN,Japan,2016,2016,15.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2005,2005,26.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2006,2006,28.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2007,2007,26.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2008,2008,25.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2009,2009,27.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2010,2010,26.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2011,2011,27.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2012,2012,27.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2013,2013,27.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2014,2014,28.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2015,2015,27.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2016,2016,27.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2017,2017,27.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2005,2005,74.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2006,2006,76.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2007,2007,77.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2008,2008,79.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2009,2009,78.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2010,2010,79.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2011,2011,77.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2012,2012,74.7,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2013,2013,73.7,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2014,2014,69.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2015,2015,69.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2016,2016,69,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2017,2017,74.8,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2005,2005,8.3,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2006,2006,7.8,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2007,2007,8.4,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2008,2008,8.9,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2009,2009,8.7,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2010,2010,9.3,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2011,2011,9.5,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2012,2012,9,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2013,2013,9.1,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2014,2014,8.9,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2015,2015,8.8,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2016,2016,8.1,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2017,2017,8,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2018,2018,8.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2005,2005,29.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2006,2006,31.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2007,2007,32,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2008,2008,30.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2009,2009,34.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2010,2010,32.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2011,2011,32,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2012,2012,31.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2013,2013,30.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2014,2014,31.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2015,2015,32.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2016,2016,32.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2017,2017,32.9,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2005,2005,8.2,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2006,2006,8.6,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2007,2007,8.9,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2008,2008,9.3,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2009,2009,9.1,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2010,2010,7.6,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2011,2011,10.9,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2012,2012,10.7,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2013,2013,10.7,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2014,2014,10.3,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2015,2015,10.5,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2016,2016,6.1,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2017,2017,4.6,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),JPN,Japan,2007,2007,34.7,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),JPN,Japan,2010,2010,31.5,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),JPN,Japan,2013,2013,37.1,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),JPN,Japan,2016,2016,37,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2005,2005,37.6,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2008,2008,34.6,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2009,2009,35.2,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2010,2010,44,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2011,2011,47.7,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2012,2012,52.1,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2013,2013,49.4,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2014,2014,52.9,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2015,2015,51.7,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2016,2016,50.3,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2017,2017,55,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2005,2005,20,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2006,2006,20.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2007,2007,19.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2008,2008,21.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2009,2009,21.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2010,2010,21.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2011,2011,21.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2012,2012,21,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2013,2013,22.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2014,2014,21.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2015,2015,21.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2016,2016,21.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2017,2017,21.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),AUT,Austria,2018,2018,20.2,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2005,2005,6.7,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2006,2006,6.9,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2007,2007,6.7,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2008,2008,6.7,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2009,2009,7.4,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2010,2010,7.8,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2011,2011,8.5,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2012,2012,7.7,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2013,2013,7.3,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2014,2014,7.9,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2015,2015,7.5,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2016,2016,7.6,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2017,2017,6.9,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2007,2007,8.5,D,Difference in methodology
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2012,2012,8.1,D,Difference in methodology
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2013,2013,8.6,D,Difference in methodology
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2014,2014,6.9,D,Difference in methodology
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2015,2015,8.5,D,Difference in methodology
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2016,2016,10,D,Difference in methodology
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),NZL,New Zealand,2017,2017,9.7,D,Difference in methodology
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),JPN,Japan,2007,2007,30.9,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),JPN,Japan,2010,2010,28.6,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),JPN,Japan,2013,2013,33.8,,
PRHSFGHE,"Good/very good health, females aged 15+",PERCALEF,% of population (crude rate),JPN,Japan,2016,2016,34.1,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2005,2005,9.9,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2006,2006,10.6,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2007,2007,11,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2008,2008,11.2,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2009,2009,10.9,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2010,2010,9.5,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2011,2011,13.1,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2012,2012,12.6,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2013,2013,12.5,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2014,2014,12,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2015,2015,12.4,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2016,2016,7.7,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2017,2017,5.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),JPN,Japan,2007,2007,32.7,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),JPN,Japan,2010,2010,30,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),JPN,Japan,2013,2013,35.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),JPN,Japan,2016,2016,35.5,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2005,2005,9.6,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2006,2006,9.8,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2007,2007,9.8,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2008,2008,9.6,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2009,2009,10,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2010,2010,10.3,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2011,2011,10.6,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2012,2012,9.9,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2013,2013,9.8,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2014,2014,10.4,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2015,2015,11.3,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2016,2016,10.8,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2017,2017,10.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2007,2007,84.9,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2011,2011,85.4,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2014,2014,85.2,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2017,2017,85.2,D,Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),FRA,France,2005,2005,71.5,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),FRA,France,2006,2006,72.1,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),FRA,France,2007,2007,74.1,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),FRA,France,2008,2008,71.7,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),FRA,France,2009,2009,71.3,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),FRA,France,2010,2010,69.8,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),FRA,France,2011,2011,71,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),FRA,France,2012,2012,70.4,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),FRA,France,2013,2013,70.3,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),FRA,France,2014,2014,71,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),FRA,France,2015,2015,70.2,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),FRA,France,2016,2016,68.3,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),FRA,France,2017,2017,69.2,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2005,2005,32.2,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2006,2006,32.3,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2007,2007,32.8,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2008,2008,29.2,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2009,2009,28.1,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2010,2010,27.6,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2011,2011,28.6,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2012,2012,27,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2013,2013,28.4,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2014,2014,28.3,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2015,2015,28.7,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2016,2016,27.9,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2017,2017,27.5,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2005,2005,6.7,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2006,2006,9.4,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2007,2007,8.4,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2008,2008,7.9,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2009,2009,7.4,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2010,2010,7.8,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2011,2011,8.5,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2012,2012,6.3,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2013,2013,7.9,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2014,2014,6.9,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2015,2015,6.4,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2016,2016,7.7,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2017,2017,7.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2005,2005,30.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2006,2006,30.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2007,2007,30.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2008,2008,27.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2009,2009,27,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2010,2010,26.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2011,2011,27,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2012,2012,26,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2013,2013,27,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2014,2014,26.8,,
